0.035,0.031,0.024,0.032,0.028,0.034,0.035,0.057,
0.022,0.022,0.04,0.032,0.03,0.028,0.031,0.059,
0.023,0.031,0.035,0.029,0.023,0.025,0.041,0.049,
0.035,0.034,0.026,0.025,0.026,0.023,0.041,0.048,
