1,1.23332,1.23403,1.12538,1.22533,1.12026,1.0674,1.06202,
1,1.60466,1.55233,1.3722,1.48947,1.36188,1.25865,1.2528,
1,1.96914,1.81976,1.57192,1.69011,1.57701,1.34848,1.36305,
1,2.27235,2.02463,1.71592,1.89117,1.72107,1.50221,1.50242,
